,external_urls,followers,genres,href,id,images,name,popularity,type,uri
39,{'spotify': 'https://open.spotify.com/artist/5KeQyt1QJBjcutJ2AuLNO2'},"{'href': None, 'total': 87714}",['australian indie'],https://api.spotify.com/v1/artists/5KeQyt1QJBjcutJ2AuLNO2,5KeQyt1QJBjcutJ2AuLNO2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9f86348ca2628f833d8a3d22', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749f86348ca2628f833d8a3d22', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789f86348ca2628f833d8a3d22', 'width': 160}]",Holy Holy,44,artist,spotify:artist:5KeQyt1QJBjcutJ2AuLNO2
40,{'spotify': 'https://open.spotify.com/artist/4qOzMSukiZoiSjPQw8Zs7s'},"{'href': None, 'total': 169552}","['aussietronica', 'indietronica']",https://api.spotify.com/v1/artists/4qOzMSukiZoiSjPQw8Zs7s,4qOzMSukiZoiSjPQw8Zs7s,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8b403a5463064a49bc207121', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748b403a5463064a49bc207121', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788b403a5463064a49bc207121', 'width': 160}]",Mansionair,52,artist,spotify:artist:4qOzMSukiZoiSjPQw8Zs7s
41,{'spotify': 'https://open.spotify.com/artist/0RwXnFrEoI8tltFvYpJgP6'},"{'href': None, 'total': 79486}",['australian electropop'],https://api.spotify.com/v1/artists/0RwXnFrEoI8tltFvYpJgP6,0RwXnFrEoI8tltFvYpJgP6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf8cb140afe6a47520088581d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f8cb140afe6a47520088581d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f8cb140afe6a47520088581d', 'width': 160}]",Confidence Man,49,artist,spotify:artist:0RwXnFrEoI8tltFvYpJgP6
42,{'spotify': 'https://open.spotify.com/artist/4qOzMSukiZoiSjPQw8Zs7s'},"{'href': None, 'total': 169552}","['aussietronica', 'indietronica']",https://api.spotify.com/v1/artists/4qOzMSukiZoiSjPQw8Zs7s,4qOzMSukiZoiSjPQw8Zs7s,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8b403a5463064a49bc207121', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748b403a5463064a49bc207121', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788b403a5463064a49bc207121', 'width': 160}]",Mansionair,52,artist,spotify:artist:4qOzMSukiZoiSjPQw8Zs7s
43,{'spotify': 'https://open.spotify.com/artist/3ZGr7nQBXDU2WhyXgRVbt0'},"{'href': None, 'total': 993962}","['australian reggae fusion', 'australian surf rock', 'reggae fusion']",https://api.spotify.com/v1/artists/3ZGr7nQBXDU2WhyXgRVbt0,3ZGr7nQBXDU2WhyXgRVbt0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb21ebb7e4085f6c9765fbe9a5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517421ebb7e4085f6c9765fbe9a5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17821ebb7e4085f6c9765fbe9a5', 'width': 160}]",Sticky Fingers,63,artist,spotify:artist:3ZGr7nQBXDU2WhyXgRVbt0
44,{'spotify': 'https://open.spotify.com/artist/4qOzMSukiZoiSjPQw8Zs7s'},"{'href': None, 'total': 169552}","['aussietronica', 'indietronica']",https://api.spotify.com/v1/artists/4qOzMSukiZoiSjPQw8Zs7s,4qOzMSukiZoiSjPQw8Zs7s,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8b403a5463064a49bc207121', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748b403a5463064a49bc207121', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788b403a5463064a49bc207121', 'width': 160}]",Mansionair,52,artist,spotify:artist:4qOzMSukiZoiSjPQw8Zs7s
45,{'spotify': 'https://open.spotify.com/artist/1y07gMlsfAdz2KOvZzyUTB'},"{'href': None, 'total': 123398}",['australian indie'],https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB,1y07gMlsfAdz2KOvZzyUTB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb36aac9dfb20b9ce11a360e90', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517436aac9dfb20b9ce11a360e90', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17836aac9dfb20b9ce11a360e90', 'width': 160}]",SAFIA,44,artist,spotify:artist:1y07gMlsfAdz2KOvZzyUTB
46,{'spotify': 'https://open.spotify.com/artist/5TjlxSJvfrD5I2PWaEh4jZ'},"{'href': None, 'total': 58506}",['australian indie'],https://api.spotify.com/v1/artists/5TjlxSJvfrD5I2PWaEh4jZ,5TjlxSJvfrD5I2PWaEh4jZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc317a76e3449bf8b42483575', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c317a76e3449bf8b42483575', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c317a76e3449bf8b42483575', 'width': 160}]",Client Liaison,38,artist,spotify:artist:5TjlxSJvfrD5I2PWaEh4jZ
47,{'spotify': 'https://open.spotify.com/artist/5KeQyt1QJBjcutJ2AuLNO2'},"{'href': None, 'total': 87714}",['australian indie'],https://api.spotify.com/v1/artists/5KeQyt1QJBjcutJ2AuLNO2,5KeQyt1QJBjcutJ2AuLNO2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9f86348ca2628f833d8a3d22', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749f86348ca2628f833d8a3d22', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789f86348ca2628f833d8a3d22', 'width': 160}]",Holy Holy,44,artist,spotify:artist:5KeQyt1QJBjcutJ2AuLNO2
48,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
49,{'spotify': 'https://open.spotify.com/artist/3I3Fz1DeUY0icXFvOjbXm7'},"{'href': None, 'total': 122137}","['australian indie', 'australian indie rock']",https://api.spotify.com/v1/artists/3I3Fz1DeUY0icXFvOjbXm7,3I3Fz1DeUY0icXFvOjbXm7,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4b91012fe143f3d8b6db78f2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744b91012fe143f3d8b6db78f2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784b91012fe143f3d8b6db78f2', 'width': 160}]",Methyl Ethel,40,artist,spotify:artist:3I3Fz1DeUY0icXFvOjbXm7
50,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
51,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
52,{'spotify': 'https://open.spotify.com/artist/1y07gMlsfAdz2KOvZzyUTB'},"{'href': None, 'total': 123398}",['australian indie'],https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB,1y07gMlsfAdz2KOvZzyUTB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb36aac9dfb20b9ce11a360e90', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517436aac9dfb20b9ce11a360e90', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17836aac9dfb20b9ce11a360e90', 'width': 160}]",SAFIA,44,artist,spotify:artist:1y07gMlsfAdz2KOvZzyUTB
53,{'spotify': 'https://open.spotify.com/artist/5TjlxSJvfrD5I2PWaEh4jZ'},"{'href': None, 'total': 58506}",['australian indie'],https://api.spotify.com/v1/artists/5TjlxSJvfrD5I2PWaEh4jZ,5TjlxSJvfrD5I2PWaEh4jZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc317a76e3449bf8b42483575', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c317a76e3449bf8b42483575', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c317a76e3449bf8b42483575', 'width': 160}]",Client Liaison,38,artist,spotify:artist:5TjlxSJvfrD5I2PWaEh4jZ
54,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
55,{'spotify': 'https://open.spotify.com/artist/5TjlxSJvfrD5I2PWaEh4jZ'},"{'href': None, 'total': 58506}",['australian indie'],https://api.spotify.com/v1/artists/5TjlxSJvfrD5I2PWaEh4jZ,5TjlxSJvfrD5I2PWaEh4jZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc317a76e3449bf8b42483575', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c317a76e3449bf8b42483575', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c317a76e3449bf8b42483575', 'width': 160}]",Client Liaison,38,artist,spotify:artist:5TjlxSJvfrD5I2PWaEh4jZ
56,{'spotify': 'https://open.spotify.com/artist/0RwXnFrEoI8tltFvYpJgP6'},"{'href': None, 'total': 79486}",['australian electropop'],https://api.spotify.com/v1/artists/0RwXnFrEoI8tltFvYpJgP6,0RwXnFrEoI8tltFvYpJgP6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf8cb140afe6a47520088581d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f8cb140afe6a47520088581d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f8cb140afe6a47520088581d', 'width': 160}]",Confidence Man,49,artist,spotify:artist:0RwXnFrEoI8tltFvYpJgP6
57,{'spotify': 'https://open.spotify.com/artist/2hrWpLNoJcs1EnWSXvB6JI'},"{'href': None, 'total': 197245}",['australian indie'],https://api.spotify.com/v1/artists/2hrWpLNoJcs1EnWSXvB6JI,2hrWpLNoJcs1EnWSXvB6JI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe89b8120b4cade6e0f93fdbd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e89b8120b4cade6e0f93fdbd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e89b8120b4cade6e0f93fdbd', 'width': 160}]",The Rubens,49,artist,spotify:artist:2hrWpLNoJcs1EnWSXvB6JI
58,{'spotify': 'https://open.spotify.com/artist/2SrWifjYv7b5tR8EzEmn1x'},"{'href': None, 'total': 116348}",['industrial pop'],https://api.spotify.com/v1/artists/2SrWifjYv7b5tR8EzEmn1x,2SrWifjYv7b5tR8EzEmn1x,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffa95bb2d725bc1e50b7ecb8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffa95bb2d725bc1e50b7ecb8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffa95bb2d725bc1e50b7ecb8', 'width': 160}]",Golden Features,55,artist,spotify:artist:2SrWifjYv7b5tR8EzEmn1x
59,{'spotify': 'https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb'},"{'href': None, 'total': 6669182}","['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",https://api.spotify.com/v1/artists/5INjqkS1o8h1imAzPqGZBb,5INjqkS1o8h1imAzPqGZBb,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90357ef28b3a012a1d1b2fa2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490357ef28b3a012a1d1b2fa2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890357ef28b3a012a1d1b2fa2', 'width': 160}]",Tame Impala,78,artist,spotify:artist:5INjqkS1o8h1imAzPqGZBb
60,{'spotify': 'https://open.spotify.com/artist/6wFwvxJkurQPU2UdeD4qVt'},"{'href': None, 'total': 250723}",['australian indie'],https://api.spotify.com/v1/artists/6wFwvxJkurQPU2UdeD4qVt,6wFwvxJkurQPU2UdeD4qVt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0ed1e88eed06bd1b42c94c7f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740ed1e88eed06bd1b42c94c7f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780ed1e88eed06bd1b42c94c7f', 'width': 160}]",The Jungle Giants,54,artist,spotify:artist:6wFwvxJkurQPU2UdeD4qVt
61,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
62,{'spotify': 'https://open.spotify.com/artist/2rv8IrcIQiFKkdvQAgUTZj'},"{'href': None, 'total': 45576}",['aussietronica'],https://api.spotify.com/v1/artists/2rv8IrcIQiFKkdvQAgUTZj,2rv8IrcIQiFKkdvQAgUTZj,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb95fc73105a4810fdacd2177c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517495fc73105a4810fdacd2177c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17895fc73105a4810fdacd2177c', 'width': 160}]",Set Mo,40,artist,spotify:artist:2rv8IrcIQiFKkdvQAgUTZj
63,{'spotify': 'https://open.spotify.com/artist/6V70yeZQCoSR2M3fyW8qiA'},"{'href': None, 'total': 193358}","['australian indie rock', 'australian surf rock', 'fremantle indie', 'perth indie']",https://api.spotify.com/v1/artists/6V70yeZQCoSR2M3fyW8qiA,6V70yeZQCoSR2M3fyW8qiA,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0ff04b54290e75d65827cd93', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740ff04b54290e75d65827cd93', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780ff04b54290e75d65827cd93', 'width': 160}]",Spacey Jane,59,artist,spotify:artist:6V70yeZQCoSR2M3fyW8qiA
64,{'spotify': 'https://open.spotify.com/artist/0J626PVezyRujeAfXAssnH'},"{'href': None, 'total': 24192}",['australian indie'],https://api.spotify.com/v1/artists/0J626PVezyRujeAfXAssnH,0J626PVezyRujeAfXAssnH,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb33ba1aec8c736fd600ffe403', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517433ba1aec8c736fd600ffe403', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17833ba1aec8c736fd600ffe403', 'width': 160}]",Slum Sociable,32,artist,spotify:artist:0J626PVezyRujeAfXAssnH
65,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
66,{'spotify': 'https://open.spotify.com/artist/2rv8IrcIQiFKkdvQAgUTZj'},"{'href': None, 'total': 45576}",['aussietronica'],https://api.spotify.com/v1/artists/2rv8IrcIQiFKkdvQAgUTZj,2rv8IrcIQiFKkdvQAgUTZj,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb95fc73105a4810fdacd2177c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517495fc73105a4810fdacd2177c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17895fc73105a4810fdacd2177c', 'width': 160}]",Set Mo,40,artist,spotify:artist:2rv8IrcIQiFKkdvQAgUTZj
67,{'spotify': 'https://open.spotify.com/artist/0Ou0138wEd8XWebhc4j7O0'},"{'href': None, 'total': 247291}","['australian indie', 'fremantle indie', 'metropopolis', 'perth indie']",https://api.spotify.com/v1/artists/0Ou0138wEd8XWebhc4j7O0,0Ou0138wEd8XWebhc4j7O0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebcf8f7daa7805b88f824844d0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174cf8f7daa7805b88f824844d0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178cf8f7daa7805b88f824844d0', 'width': 160}]",San Cisco,48,artist,spotify:artist:0Ou0138wEd8XWebhc4j7O0
